iter	RMSE
295	0.001787411893
296	0.001784433143
297	0.001781410733
298	0.001778125061
299	0.001775572484
300	0.001773358075
301	0.001771521599
302	0.001768453421
303	0.001764682374
304	0.001760965536
305	0.001754684393
306	0.001749292778
307	0.001744817056
308	0.001744225164
309	0.001740272215
310	0.001737892073
311	0.001735548973
312	0.001730370702
313	0.001726296284
314	0.001721466493
315	0.00171629096
316	0.001712680146
317	0.00170946187
318	0.00170558114
319	0.001699325397
320	0.001698723532
321	0.001695591664
322	0.001692427113
323	0.00168884665
324	0.001684138561
325	0.001679956919
326	0.001677434577
327	0.00167528135
328	0.001671062405
329	0.001668776151
330	0.001664044093
331	0.001662363975
332	0.001660581805
333	0.001658366375
334	0.001655331963
335	0.001653223797
336	0.001647529541
337	0.001644867965
338	0.001640278629
339	0.001636934317
340	0.001634033542
341	0.00162928536
342	0.00162594003
343	0.001621575997
344	0.001618043495
345	0.001615882407
346	0.001613596329
347	0.001609373477
348	0.001607152282
349	0.001602829086
350	0.001600492058
351	0.001597417194
352	0.001595459301
353	0.001593197074
354	0.001590022375
355	0.001588068134
356	0.001585146452
357	0.001581347387
358	0.001578551032
359	0.001575939441
360	0.001572309273
361	0.001569876997
362	0.001566386239
363	0.001563491827
364	0.001560447438
365	0.00155727744
366	0.001554595268
367	0.001553647413
368	0.001551970441
369	0.0015511933
370	0.001547638189
371	0.001545028434
372	0.001540933513
373	0.001538956441
374	0.001536339187
375	0.001532739707
376	0.001530418934
377	0.001526488843
378	0.00152298873
379	0.001519406259
380	0.001517038277
381	0.001514025819
382	0.001511959091
383	0.001508099172
384	0.001504757681
385	0.001502317088
386	0.001500083379
387	0.001497242632
388	0.001494693464
389	0.001492451023
390	0.001489795575
391	0.001487477825
392	0.001483535757
393	0.00148085972
394	0.001477914372
395	0.001475580643
396	0.001474142443
397	0.001471823812
398	0.001469019635
399	0.00146690011
400	0.001464621927
401	0.001462924649
402	0.001460413159
403	0.001457507133
404	0.00145450483
405	0.001452193743
406	0.001449905742
407	0.001446484206
408	0.001443821514
409	0.001442399928
410	0.001440023031
411	0.001437526121
412	0.001435087626
413	0.001432054563
414	0.00142908697
415	0.00142669277
416	0.001423626254
417	0.001421166654
418	0.001419485703
419	0.001418031712
420	0.001416890688
421	0.001415440466
422	0.001413016068
423	0.001411207685
424	0.001408941678
425	0.001407501334
426	0.001405519928
427	0.001404119132
428	0.001402110066
429	0.001399249819
430	0.00139659677
431	0.001394587208
432	0.001392631408
433	0.001390717419
434	0.001387931013
435	0.00138660818
436	0.001384782437
437	0.001381736164
438	0.001379618549
439	0.001376293261
440	0.00137478602
441	0.001373302833
442	0.001371938141
443	0.00137058782
444	0.001368675692
445	0.001366653102
446	0.001363681537
447	0.001361502619
448	0.001360135016
449	0.001358068757
450	0.001355825717
451	0.001352575376
452	0.001350715833
453	0.001349439828
454	0.001347407184
455	0.001345265962
456	0.001343191289
457	0.001339648357
458	0.001338272087
459	0.001336221697
460	0.001334302355
461	0.001332290972
462	0.001330881571
463	0.001328861351
464	0.001327591618
465	0.00132576594
466	0.001323851543
467	0.001321993372
468	0.001319569707
469	0.001318414586
470	0.001317179065
471	0.001315274186
472	0.001313655693
473	0.001310796227
474	0.001309528984
475	0.001307962152
476	0.001306069526
477	0.001303994619
478	0.001302246766
479	0.001300397775
480	0.001299143821
481	0.001297771473
482	0.001294874392
483	0.00129230871
484	0.001290053961
485	0.001289750812
486	0.001288281887
487	0.001287122501
488	0.001285942019
489	0.001283782556
490	0.001282581362
491	0.001280408175
492	0.001278924896
493	0.001277021209
494	0.001273961116
495	0.001271676044
496	0.001270326293
497	0.001267922027
498	0.001266174709
499	0.001263113826
